loc_rowid,pl_name,hostname,sy_snum,sy_pnum,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_dens,pl_orbeccen,pl_insol,pl_eqt,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,sy_dist
3111,Kepler-256 b,Kepler-256,1,4,1.62049300,0.027000,1.590,3.15000,4.310000,0.000000,1225.93,1681,,5551.00,1.30,0.97,0.120,[Fe/H],1026.4300000
3112,Kepler-256 c,Kepler-256,1,4,3.38802000,0.045000,2.150,5.27000,2.910000,0.000000,457.07,1315,,5551.00,1.30,0.97,0.120,[Fe/H],1026.4300000
3113,Kepler-256 d,Kepler-256,1,4,5.83917200,0.064000,2.480,6.71000,2.420000,0.000000,221.10,1097,,5551.00,1.30,0.97,0.120,[Fe/H],1026.4300000
3114,Kepler-256 e,Kepler-256,1,4,10.68157200,0.096000,2.350,6.12000,2.590000,0.000000,98.90,897,,5551.00,1.30,0.97,0.120,[Fe/H],1026.4300000
3115,Kepler-257 b,Kepler-257,1,3,2.38266700,0.034000,2.610,7.32000,2.260000,0.000000,553.53,1237,,5180.00,1.04,0.85,0.040,[Fe/H],780.2560000
3116,Kepler-257 c,Kepler-257,1,3,6.58148400,0.066000,5.410,25.20000,0.875000,0.000000,142.63,881,,5180.00,1.04,0.85,0.040,[Fe/H],780.2560000
3117,Kepler-257 d,Kepler-257,1,3,24.66455100,0.160000,4.950,21.70000,0.983000,0.000000,24.53,567,,5180.00,1.04,0.85,0.040,[Fe/H],780.2560000
3118,Kepler-258 b,Kepler-258,1,2,13.19722000,0.103000,4.060,15.50000,1.270000,0.000000,27.79,642,,4942.00,0.92,0.82,0.303,[M/H],575.9880000
3119,Kepler-258 c,Kepler-258,1,2,33.65307900,0.193000,3.610,12.70000,1.480000,0.000000,7.99,470,,4942.00,0.92,0.82,0.303,[M/H],575.9880000
3120,Kepler-259 b,Kepler-259,1,2,8.11531700,0.079000,2.800,8.25000,2.070000,0.000000,113.45,879,,5938.00,0.90,0.93,-0.030,[Fe/H],1002.1400000
3121,Kepler-259 c,Kepler-259,1,2,36.92493100,0.217000,2.700,7.75000,2.160000,0.000000,15.05,530,,5938.00,0.90,0.93,-0.030,[Fe/H],1002.1400000
3122,Kepler-26 b,Kepler-26,1,4,12.28000000,0.085510,2.780,5.12000,1.260000,0.000000,7.60,431,M0 V,3914.00,0.51,0.54,-0.130,[Fe/H],335.3070000
3123,Kepler-26 c,Kepler-26,1,4,17.25590000,0.107250,2.720,6.20000,1.610000,0.000000,4.82,385,M0 V,3914.00,0.51,0.54,-0.130,[Fe/H],335.3070000
3124,Kepler-26 d,Kepler-26,1,4,3.54391900,0.039000,1.070,1.24000,5.560000,0.000000,31.79,652,M0 V,4486.00,0.57,0.62,-0.050,[Fe/H],335.3070000
3125,Kepler-26 e,Kepler-26,1,4,46.82791500,0.220000,2.410,6.39000,2.510000,0.000000,1.75,276,M0 V,4486.00,0.57,0.62,-0.050,[Fe/H],335.3070000
3126,Kepler-260 b,Kepler-260,1,2,8.18739900,0.075000,2.010,4.70000,3.180000,0.000000,132.13,782,,5250.00,0.86,0.92,0.030,[Fe/H],627.3650000
3127,Kepler-260 c,Kepler-260,1,2,76.05017800,0.332000,1.740,3.68000,3.840000,0.000000,6.78,372,,5250.00,0.86,0.92,0.030,[Fe/H],627.3650000
3128,Kepler-261 b,Kepler-261,1,2,10.38122700,0.088000,2.180,5.39000,2.860000,0.000000,45.78,672,,5098.00,0.79,0.88,0.162,[M/H],317.4990000
3129,Kepler-261 c,Kepler-261,1,2,24.57085800,0.156000,2.000,4.66000,3.200000,0.000000,14.51,505,,5098.00,0.79,0.88,0.162,[M/H],317.4990000
3130,Kepler-262 b,Kepler-262,1,2,13.06085500,0.108000,1.360,2.42000,5.290000,0.000000,50.17,734,,5841.00,0.88,0.99,-0.338,[M/H],613.1290000
3131,Kepler-262 c,Kepler-262,1,2,21.85372200,0.152000,1.640,3.33000,4.150000,0.000000,25.26,618,,5841.00,0.88,0.99,-0.338,[M/H],613.1290000
3132,Kepler-263 b,Kepler-263,1,2,16.56808700,0.120000,2.670,7.61000,2.200000,0.000000,24.31,548,,5265.00,0.79,0.80,-0.031,[M/H],754.7470000
3133,Kepler-263 c,Kepler-263,1,2,47.33277300,0.242000,2.470,6.66000,2.430000,0.000000,5.99,386,,5265.00,0.79,0.80,-0.031,[M/H],754.7470000
3134,Kepler-264 b,Kepler-264,1,2,40.80623100,0.249000,3.330,11.10000,1.650000,0.000000,79.48,772,,6158.00,1.55,1.46,0.047,[M/H],942.1730000
3135,Kepler-264 c,Kepler-264,1,2,140.10126100,0.566000,2.830,8.40000,2.040000,0.000000,15.35,511,,6158.00,1.55,1.46,0.047,[M/H],942.1730000
3136,Kepler-265 b,Kepler-265,1,4,6.84626200,0.069000,1.860,4.12000,3.520000,0.000000,220.33,1022,,5835.00,1.10,0.98,-0.140,[Fe/H],1280.2500000
3137,Kepler-265 c,Kepler-265,1,4,17.02893700,0.127000,2.630,7.41000,2.240000,0.000000,65.36,755,,5835.00,1.10,0.98,-0.140,[Fe/H],1280.2500000
3138,Kepler-265 d,Kepler-265,1,4,43.13061700,0.236000,2.490,6.76000,2.410000,0.000000,18.94,554,,5835.00,1.10,0.98,-0.140,[Fe/H],1280.2500000
3139,Kepler-265 e,Kepler-265,1,4,67.83102400,0.319000,2.590,7.22000,2.280000,0.000000,10.35,476,,5835.00,1.10,0.98,-0.140,[Fe/H],1280.2500000
3140,Kepler-266 b,Kepler-266,1,2,6.61833000,0.071000,2.480,6.71000,2.420000,0.000000,230.40,1066,,5885.00,1.03,0.95,0.160,[Fe/H],1370.7900000
3141,Kepler-266 c,Kepler-266,1,2,107.72360100,0.457000,3.890,14.40000,1.340000,0.000000,5.59,421,,5885.00,1.03,0.95,0.160,[Fe/H],1370.7900000
3142,Kepler-267 b,Kepler-267,1,3,3.35372800,0.037000,1.980,37.90000,26.800000,0.000000,45.84,615,M1 V,4258.00,0.56,0.54,-0.180,[Fe/H],264.9930000
3143,Kepler-267 c,Kepler-267,1,3,6.87745000,0.060000,2.130,5.18000,2.950000,0.000000,17.58,484,M1 V,4258.00,0.56,0.54,-0.180,[Fe/H],264.9930000
3144,Kepler-267 d,Kepler-267,1,3,28.46451500,0.154000,2.270,5.77000,2.710000,0.000000,2.65,301,M1 V,4258.00,0.56,0.54,-0.180,[Fe/H],264.9930000
3145,Kepler-268 b,Kepler-268,1,2,25.93413800,0.180000,2.550,7.04000,2.330000,0.000000,64.93,695,,6081.00,1.27,1.13,0.001,[M/H],851.8700000
3146,Kepler-268 c,Kepler-268,1,2,83.44639300,0.391000,3.380,11.40000,1.620000,0.000000,13.66,471,,6081.00,1.27,1.13,0.001,[M/H],851.8700000
3147,Kepler-269 b,Kepler-269,1,2,5.32671800,0.061000,2.470,6.66000,2.430000,0.000000,730.77,1007,,5847.00,0.96,0.92,0.020,[Fe/H],2257.3200000
3148,Kepler-269 c,Kepler-269,1,2,8.12789900,0.081000,1.690,3.50000,3.980000,0.000000,416.58,875,,5847.00,0.96,0.92,0.020,[Fe/H],2257.3200000
3149,Kepler-27 b,Kepler-27,1,3,15.33480000,0.118000,4.000,2895.31000,,0.000000,28.68,610,,5400.00,0.59,0.65,0.410,[M/H],1044.3600000
3150,Kepler-27 c,Kepler-27,1,3,31.33090000,0.191000,4.900,4385.87000,,0.000000,11.07,481,,5400.00,0.59,0.65,0.410,[M/H],1044.3600000
3151,Kepler-27 d,Kepler-27,1,3,6.54628992,0.066800,2.706,7.78000,2.160000,0.000000,115.56,810,,5251.00,0.82,0.93,0.210,[Fe/H],1044.3600000
3152,Kepler-270 b,Kepler-270,1,2,11.47609400,0.107000,2.010,4.70000,3.180000,0.000000,178.36,984,,6067.00,1.46,1.17,0.070,[Fe/H],948.7810000
3153,Kepler-270 c,Kepler-270,1,2,25.26288700,0.180000,1.770,3.78000,3.750000,0.000000,62.24,756,,6067.00,1.46,1.17,0.070,[Fe/H],948.7810000
3154,Kepler-271 b,Kepler-271,1,3,10.43547805,0.088100,1.230,2.04000,6.020000,0.000000,75.96,759,,5555.00,0.87,0.90,-0.130,[Fe/H],404.5420000
3155,Kepler-271 c,Kepler-271,1,3,7.41086267,0.070200,0.950,0.80900,5.180000,0.000000,119.63,850,,5555.00,0.87,0.90,-0.130,[Fe/H],404.5420000
3156,Kepler-271 d,Kepler-271,1,3,5.24972541,0.055800,0.660,0.21900,4.190000,0.000000,189.34,954,,5555.00,0.87,0.90,-0.130,[Fe/H],404.5420000
3157,Kepler-272 b,Kepler-272,1,3,2.97135300,0.038000,1.430,78.00000,147.000000,0.000000,801.74,1200,,5297.00,0.93,0.86,0.090,[M/H],889.6080000
3158,Kepler-272 c,Kepler-272,1,3,6.05734200,0.061000,1.790,97.80000,93.700000,0.000000,310.76,947,,5297.00,0.93,0.86,0.090,[M/H],889.6080000
3159,Kepler-272 d,Kepler-272,1,3,10.93730400,0.091000,2.250,5.69000,2.740000,0.000000,141.13,777,,5297.00,0.93,0.86,0.090,[M/H],889.6080000
3160,Kepler-273 b,Kepler-273,1,2,2.93653200,0.037000,1.500,2.86000,4.660000,0.000000,285.64,1209,,5626.00,0.81,0.94,0.140,[Fe/H],713.9640000
3161,Kepler-273 c,Kepler-273,1,2,8.01492700,0.073000,1.980,4.58000,3.240000,0.000000,74.89,865,,5626.00,0.81,0.94,0.140,[Fe/H],713.9640000
3162,Kepler-274 b,Kepler-274,1,2,11.63478800,0.101000,1.540,2.99000,4.500000,0.000000,147.81,961,,6023.00,1.01,1.08,-0.211,[M/H],1333.6200000
3163,Kepler-274 c,Kepler-274,1,2,33.19786100,0.204000,1.840,4.04000,3.560000,0.000000,36.52,678,,6023.00,1.01,1.08,-0.211,[M/H],1333.6200000
3164,Kepler-275 b,Kepler-275,1,3,10.30068200,0.098000,2.340,6.08000,2.610000,0.000000,311.76,1015,,6165.00,1.38,1.16,0.000,[Fe/H],2034.2500000
3165,Kepler-275 c,Kepler-275,1,3,16.08813400,0.132000,3.380,11.40000,1.620000,0.000000,171.82,875,,6165.00,1.38,1.16,0.000,[Fe/H],2034.2500000
3166,Kepler-275 d,Kepler-275,1,3,35.67606200,0.224000,3.330,11.10000,1.650000,0.000000,59.44,671,,6165.00,1.38,1.16,0.000,[Fe/H],2034.2500000
3167,Kepler-276 b,Kepler-276,1,3,14.12841000,0.119000,2.870,8.60000,2.000000,0.000000,58.59,739,,6105.00,1.05,1.04,0.020,[Fe/H],1144.8600000
3168,Kepler-276 c,Kepler-276,1,3,31.88400000,0.199400,2.900,16.60000,3.740000,0.000000,19.79,563,,5779.00,1.03,1.10,0.020,[Fe/H],1144.8600000
3169,Kepler-276 d,Kepler-276,1,3,48.64800000,0.264200,2.800,16.30000,4.080000,0.000000,11.27,489,,5779.00,1.03,1.10,0.020,[Fe/H],1144.8600000
3170,Kepler-277 b,Kepler-277,1,2,17.32400000,0.138500,2.920,87.30000,19.300000,0.000000,198.25,964,,5946.00,1.69,1.12,0.100,[Fe/H],976.6430000
3171,Kepler-277 c,Kepler-277,1,2,33.00600000,0.212900,3.360,64.20000,9.300000,0.000000,83.90,778,,5946.00,1.69,1.12,0.100,[Fe/H],976.6430000
3172,Kepler-278 b,Kepler-278,1,2,30.16054600,0.207000,4.070,15.60000,1.270000,0.040000,99.27,836,,4991.00,2.94,1.08,0.271,[M/H],443.0300000
3173,Kepler-278 c,Kepler-278,1,2,51.07877500,0.294000,3.590,12.60000,1.500000,0.510000,49.15,702,,4991.00,2.94,1.08,0.271,[M/H],443.0300000
3174,Kepler-279 b,Kepler-279,1,3,12.30968100,0.112000,3.620,12.80000,1.480000,0.000000,249.02,1104,,6363.00,1.75,1.16,-0.114,[M/H],1037.4000000
3175,Kepler-279 c,Kepler-279,1,3,35.73600000,0.223600,4.300,49.40000,0.300000,0.000000,60.16,774,,6689.45,1.07,1.10,-0.114,[M/H],1037.4000000
3176,Kepler-279 d,Kepler-279,1,3,54.41400000,0.290100,3.100,37.50000,0.300000,0.000000,35.74,574,,6689.45,1.07,1.10,-0.114,[M/H],1037.4000000
3177,Kepler-28 b,Kepler-28,1,2,5.91230000,0.062000,3.600,479.90000,,0.000000,62.58,585,M0 V,4590.00,0.70,0.75,0.340,[M/H],438.3590000
3178,Kepler-28 c,Kepler-28,1,2,8.98580000,0.081000,3.400,432.23000,,0.000000,35.90,509,M0 V,4590.00,0.70,0.75,0.340,[M/H],438.3590000
3179,Kepler-280 b,Kepler-280,1,2,2.13954200,0.032000,1.450,2.70000,4.870000,0.000000,821.89,1425,,5744.00,0.89,0.96,0.121,[M/H],780.3610000
3180,Kepler-280 c,Kepler-280,1,2,4.80709100,0.056000,2.010,4.70000,3.180000,0.000000,279.08,1088,,5744.00,0.89,0.96,0.121,[M/H],780.3610000
3181,Kepler-281 b,Kepler-281,1,3,14.64600800,0.117000,2.820,8.35000,2.050000,0.000000,118.25,694,,5723.00,0.90,0.95,0.020,[Fe/H],1745.4500000
3182,Kepler-281 c,Kepler-281,1,3,36.33737300,0.215000,5.310,24.40000,0.896000,0.000000,35.20,513,,5723.00,0.90,0.95,0.020,[Fe/H],1745.4500000
3183,Kepler-281 d,Kepler-281,1,3,148.27200320,0.545600,5.937,29.50000,0.774000,0.000000,2.51,321,,5717.00,0.88,0.98,0.000,[Fe/H],1745.4500000
3184,Kepler-282 b,Kepler-282,1,4,9.22052400,0.082000,1.010,1.01000,5.390000,0.000000,195.94,817,,5602.00,0.90,0.79,-0.250,[Fe/H],1337.6100000
3185,Kepler-282 c,Kepler-282,1,4,13.63872300,0.106000,1.200,1.87000,5.950000,0.000000,116.12,717,,5602.00,0.90,0.79,-0.250,[Fe/H],1337.6100000
3186,Kepler-282 d,Kepler-282,1,4,24.80600000,0.154000,2.460,61.00000,22.500000,0.000000,52.35,588,,5699.00,0.89,0.97,-0.250,[Fe/H],1337.6100000
3187,Kepler-282 e,Kepler-282,1,4,44.34700000,0.226900,3.100,56.20000,10.400000,0.000000,24.11,484,,5699.00,0.89,0.97,-0.250,[Fe/H],1337.6100000
3188,Kepler-283 b,Kepler-283,1,2,11.00815100,0.082000,2.130,5.18000,2.950000,0.000000,16.26,488,,4351.00,0.57,0.60,-0.170,[Fe/H],468.0940000
3189,Kepler-283 c,Kepler-283,1,2,92.74371100,0.341000,1.820,3.97000,3.620000,0.000000,0.95,240,,4351.00,0.57,0.60,-0.170,[Fe/H],468.0940000
3190,Kepler-284 b,Kepler-284,1,2,12.69914900,0.104000,2.240,5.65000,2.760000,0.000000,38.37,686,,5615.00,0.81,0.92,0.140,[Fe/H],1031.9500000
3191,Kepler-284 c,Kepler-284,1,2,37.51445600,0.213000,2.610,7.32000,2.260000,0.000000,9.04,478,,5615.00,0.81,0.92,0.140,[Fe/H],1031.9500000
3192,Kepler-285 b,Kepler-285,1,2,2.63386700,0.036000,1.340,2.36000,5.390000,0.000000,428.41,1131,,5411.00,0.81,0.82,0.160,[Fe/H],824.3100000
3193,Kepler-285 c,Kepler-285,1,2,6.18667600,0.064000,1.120,1.46000,5.710000,0.000000,137.07,851,,5411.00,0.81,0.82,0.160,[Fe/H],824.3100000
3194,Kepler-286 b,Kepler-286,1,4,1.79630200,0.027000,1.240,2.07000,5.970000,0.000000,925.92,1367,,5580.00,0.86,0.96,-0.120,[Fe/H],1226.8500000
3195,Kepler-286 c,Kepler-286,1,4,3.46809500,0.042000,1.370,2.45000,5.240000,0.000000,384.29,1098,,5580.00,0.86,0.96,-0.120,[Fe/H],1226.8500000
3196,Kepler-286 d,Kepler-286,1,4,5.91432300,0.061000,1.330,2.33000,5.440000,0.000000,188.48,919,,5580.00,0.86,0.96,-0.120,[Fe/H],1226.8500000
3197,Kepler-286 e,Kepler-286,1,4,29.22128900,0.176000,1.770,3.78000,3.750000,0.000000,22.40,539,,5580.00,0.86,0.96,-0.120,[Fe/H],1226.8500000
3198,Kepler-287 b,Kepler-287,1,2,20.34219900,0.145000,2.330,6.04000,2.620000,0.000000,35.75,667,K7 V,5806.00,1.03,0.97,0.117,[M/H],835.8600000
3199,Kepler-287 c,Kepler-287,1,2,44.85189600,0.246000,3.260,10.70000,1.700000,0.000000,12.46,513,K7 V,5806.00,1.03,0.97,0.117,[M/H],835.8600000
3200,Kepler-288 b,Kepler-288,1,3,6.09732600,0.065000,1.670,3.43000,4.050000,0.000000,247.30,1197,,5918.00,1.09,1.03,0.160,[Fe/H],1194.1500000
3201,Kepler-288 c,Kepler-288,1,3,19.30577200,0.140000,2.850,8.50000,2.020000,0.000000,53.15,815,,5918.00,1.09,1.03,0.160,[Fe/H],1194.1500000
3202,Kepler-288 d,Kepler-288,1,3,56.63374200,0.287000,2.670,7.61000,2.200000,0.000000,12.66,570,,5918.00,1.09,1.03,0.160,[Fe/H],1194.1500000
3203,Kepler-289 b,Kepler-289,1,3,34.54500000,0.210000,2.150,7.30000,4.100000,0.000000,27.37,607,,5990.00,1.00,1.08,0.050,[Fe/H],704.4380000
3204,Kepler-289 c,Kepler-289,1,3,125.85180000,0.510000,11.590,132.00000,0.470000,0.000000,4.88,394,,5990.00,1.00,1.08,0.050,[Fe/H],704.4380000
3205,Kepler-289 d,Kepler-289,1,3,66.06340000,0.330000,2.680,4.00000,1.200000,,,,,5990.00,1.00,1.08,0.050,[Fe/H],704.4380000
3206,Kepler-29 b,Kepler-29,1,2,10.33974000,0.091900,2.550,5.00000,1.650000,0.000000,55.90,777,,5378.00,0.73,0.76,-0.440,[Fe/H],832.5320000
3207,Kepler-29 c,Kepler-29,1,2,13.28613000,0.108700,2.340,4.50000,1.910000,0.000000,34.40,715,,5378.00,0.73,0.76,-0.440,[Fe/H],832.5320000
3208,Kepler-290 b,Kepler-290,1,2,14.58934700,0.110000,2.250,5.69000,2.740000,0.000000,22.64,594,,5147.00,0.74,0.80,-0.060,[Fe/H],694.6270000
3209,Kepler-290 c,Kepler-290,1,2,36.77031000,0.205000,2.700,7.75000,2.160000,0.000000,6.60,437,,5147.00,0.74,0.80,-0.060,[Fe/H],694.6270000
3210,Kepler-291 b,Kepler-291,1,2,3.54651100,0.047000,2.160,5.31000,2.900000,0.000000,627.37,1212,,6002.00,1.02,0.90,-0.110,[Fe/H],1786.4800000
3211,Kepler-291 c,Kepler-291,1,2,5.70078600,0.065000,1.880,4.19000,3.470000,0.000000,332.74,1035,,6002.00,1.02,0.90,-0.110,[Fe/H],1786.4800000
3212,Kepler-292 b,Kepler-292,1,5,2.58082700,0.035000,1.320,2.30000,5.500000,0.000000,394.30,1130,,5299.00,0.83,0.85,-0.070,[Fe/H],1056.4800000
3213,Kepler-292 c,Kepler-292,1,5,3.71533500,0.045000,1.470,2.76000,4.770000,0.000000,242.42,1001,,5299.00,0.83,0.85,-0.070,[Fe/H],1056.4800000
3214,Kepler-292 d,Kepler-292,1,5,7.05567900,0.068000,2.230,5.60000,2.770000,0.000000,103.00,808,,5299.00,0.83,0.85,-0.070,[Fe/H],1056.4800000
3215,Kepler-292 e,Kepler-292,1,5,11.97901000,0.097000,2.670,7.61000,2.200000,0.000000,50.92,678,,5299.00,0.83,0.85,-0.070,[Fe/H],1056.4800000
3216,Kepler-292 f,Kepler-292,1,5,20.83423700,0.141000,2.350,6.12000,2.590000,0.000000,24.32,563,,5299.00,0.83,0.85,-0.070,[Fe/H],1056.4800000
3217,Kepler-293 b,Kepler-293,1,2,19.25419600,0.144000,3.070,9.64000,1.830000,0.000000,28.94,657,,5804.00,0.96,0.94,0.040,[Fe/H],974.6330000
3218,Kepler-293 c,Kepler-293,1,2,54.15574300,0.286000,3.830,14.00000,1.370000,0.000000,7.29,466,,5804.00,0.96,0.94,0.040,[Fe/H],974.6330000
3219,Kepler-294 b,Kepler-294,1,2,3.70121200,0.048000,1.770,3.78000,3.750000,0.000000,329.80,1087,,5913.00,0.98,0.95,0.160,[Fe/H],1357.0100000
3220,Kepler-294 c,Kepler-294,1,2,6.62640000,0.071000,2.710,7.80000,2.150000,0.000000,151.49,895,,5913.00,0.98,0.95,0.160,[Fe/H],1357.0100000
3221,Kepler-295 b,Kepler-295,1,3,12.64516400,0.099000,1.220,1.98000,5.990000,0.000000,391.01,741,,5603.00,0.90,0.89,-0.010,[Fe/H],1699.1900000
3222,Kepler-295 c,Kepler-295,1,3,21.52625800,0.142000,1.170,1.71000,5.870000,0.000000,192.14,621,,5603.00,0.90,0.89,-0.010,[Fe/H],1699.1900000
3223,Kepler-295 d,Kepler-295,1,3,33.88405400,0.192000,1.360,2.42000,5.290000,0.000000,104.96,533,,5603.00,0.90,0.89,-0.010,[Fe/H],1699.1900000
3224,Kepler-296 b,Kepler-296,2,5,10.86438400,0.079000,1.610,3.22000,3.000000,0.330000,6.50,495,M2 V,3740.00,0.48,0.50,-0.080,[Fe/H],167.0000000
3225,Kepler-296 c,Kepler-296,2,5,5.84163660,0.052100,2.000,4.66000,1.200000,0.330000,14.80,606,M2 V,3740.00,0.48,0.50,-0.080,[Fe/H],167.0000000
3226,Kepler-296 d,Kepler-296,2,5,19.85029100,0.118000,2.090,5.02000,1.900000,0.330000,2.90,403,M2 V,3740.00,0.48,0.50,-0.080,[Fe/H],167.0000000
3227,Kepler-296 e,Kepler-296,2,5,34.14211000,0.169000,1.530,2.96000,4.100000,0.330000,1.41,337,M2 V,3740.00,0.48,0.50,-0.080,[Fe/H],167.0000000
3228,Kepler-296 f,Kepler-296,2,5,63.33627000,0.255000,1.800,3.89000,3.200000,0.330000,0.62,274,M2 V,3740.00,0.48,0.50,-0.080,[Fe/H],167.0000000
3229,Kepler-297 b,Kepler-297,1,2,38.87182600,0.217000,2.870,48.50000,11.300000,0.000000,16.46,509,,5619.00,0.92,0.98,-0.100,[Fe/H],692.1400000
3230,Kepler-297 c,Kepler-297,1,2,74.92013700,0.336000,6.540,42.10000,0.827000,0.000000,6.86,409,,5619.00,0.92,0.98,-0.100,[Fe/H],692.1400000
3231,Kepler-298 b,Kepler-298,1,3,10.47546400,0.080000,1.960,4.50000,3.280000,0.000000,24.71,540,,4465.00,0.58,0.66,-0.210,[Fe/H],518.2040000
3232,Kepler-298 c,Kepler-298,1,3,22.92881000,0.136000,1.930,4.38000,3.350000,0.000000,8.70,416,,4465.00,0.58,0.66,-0.210,[Fe/H],518.2040000
3233,Kepler-298 d,Kepler-298,1,3,77.47363300,0.305000,2.500,6.80000,2.390000,0.000000,1.72,277,,4465.00,0.58,0.66,-0.210,[Fe/H],518.2040000
3234,Kepler-299 b,Kepler-299,1,4,2.92712800,0.040000,1.320,2.30000,5.500000,0.000000,622.07,1258,,5617.00,1.03,0.95,-0.010,[Fe/H],1052.2400000
3235,Kepler-299 c,Kepler-299,1,4,6.88587500,0.070000,2.650,7.51000,2.220000,0.000000,198.55,946,,5617.00,1.03,0.95,-0.010,[Fe/H],1052.2400000
3236,Kepler-299 d,Kepler-299,1,4,15.05478600,0.118000,1.860,4.12000,3.520000,0.000000,69.96,729,,5617.00,1.03,0.95,-0.010,[Fe/H],1052.2400000
3237,Kepler-299 e,Kepler-299,1,4,38.28548900,0.220000,1.870,4.16000,3.500000,0.000000,20.17,534,,5617.00,1.03,0.95,-0.010,[Fe/H],1052.2400000
3238,Kepler-30 b,Kepler-30,1,3,29.33434000,0.180000,3.900,11.30000,1.020000,0.042000,16.38,524,,5498.00,0.95,0.99,0.180,[Fe/H],914.2210000
3239,Kepler-30 c,Kepler-30,1,3,60.32310500,0.300000,12.300,640.00000,1.880000,0.011100,6.22,411,,5498.00,0.95,0.99,0.180,[Fe/H],914.2210000
3240,Kepler-30 d,Kepler-30,1,3,143.34394000,0.500000,8.800,23.10000,0.190000,0.022000,1.96,308,,5498.00,0.95,0.99,0.180,[Fe/H],914.2210000
3241,Kepler-300 b,Kepler-300,1,2,10.44634700,0.094000,1.670,3.43000,4.050000,0.000000,265.19,812,,5986.00,0.90,1.07,0.040,[Fe/H],1098.4500000
3242,Kepler-300 c,Kepler-300,1,2,40.71495500,0.232000,2.250,5.69000,2.740000,0.000000,43.25,516,,5986.00,0.90,1.07,0.040,[Fe/H],1098.4500000
3243,Kepler-301 b,Kepler-301,1,3,2.50855300,0.036000,1.350,2.39000,5.340000,0.000000,665.44,1278,,5815.00,0.90,0.98,0.187,[M/H],719.1660000
3244,Kepler-301 c,Kepler-301,1,3,5.41902600,0.060000,1.350,2.39000,5.340000,0.000000,238.48,989,,5815.00,0.90,0.98,0.187,[M/H],719.1660000
3245,Kepler-301 d,Kepler-301,1,3,13.75124300,0.112000,1.750,3.71000,3.800000,0.000000,68.93,725,,5815.00,0.90,0.98,0.187,[M/H],719.1660000
3246,Kepler-302 b,Kepler-302,1,2,30.18410400,0.193000,4.060,15.50000,1.270000,0.000000,31.25,634,,5740.00,1.22,1.02,0.060,[Fe/H],1402.5800000
3247,Kepler-302 c,Kepler-302,1,2,127.28218400,0.503000,12.450,,,0.000000,4.58,392,,5740.00,1.22,1.02,0.060,[Fe/H],1402.5800000
3248,Kepler-303 b,Kepler-303,1,2,1.93705500,0.024000,0.890,0.64000,4.990000,0.000000,145.44,802,M0 V,3944.00,0.48,0.57,-0.414,[M/H],209.7380000
3249,Kepler-303 c,Kepler-303,1,2,7.06114900,0.057000,1.140,1.55000,5.750000,0.000000,25.85,521,M0 V,3944.00,0.48,0.57,-0.414,[M/H],209.7380000
3250,Kepler-304 b,Kepler-304,1,4,3.29570900,0.039000,2.860,8.55000,2.010000,0.000000,139.15,875,,4731.00,0.69,0.80,0.050,[Fe/H],434.6840000
3251,Kepler-304 c,Kepler-304,1,4,5.31594600,0.054000,2.170,5.35000,2.880000,0.000000,73.60,746,,4731.00,0.69,0.80,0.050,[Fe/H],434.6840000
3252,Kepler-304 d,Kepler-304,1,4,9.65347100,0.080000,2.750,8.00000,2.110000,0.000000,33.16,611,,4731.00,0.69,0.80,0.050,[Fe/H],434.6840000
3253,Kepler-304 e,Kepler-304,1,4,1.49914695,0.023200,1.200,1.87000,5.950000,0.000000,397.25,1137,,4817.00,0.73,0.80,0.050,[Fe/H],434.6840000
3254,Kepler-305 b,Kepler-305,1,4,5.48700000,0.057100,3.600,10.50000,1.240000,0.000000,112.91,836,,5117.00,0.80,0.76,0.030,[Fe/H],868.4770000
3255,Kepler-305 c,Kepler-305,1,4,8.29100000,0.075200,3.300,6.00000,0.917000,0.000000,65.10,728,,5117.00,0.80,0.76,0.030,[Fe/H],868.4770000
3256,Kepler-305 d,Kepler-305,1,4,16.73866100,0.121000,2.710,9.10000,2.500000,0.000000,25.52,576,,5100.00,0.79,0.85,0.030,[Fe/H],868.4770000
3257,Kepler-305 e,Kepler-305,1,4,3.20538000,0.039900,1.794,3.87000,3.680000,0.000000,236.11,1000,,4974.00,0.83,0.82,0.040,[Fe/H],868.4770000
3258,Kepler-306 b,Kepler-306,1,4,4.64618600,0.050000,1.520,2.92000,4.570000,0.000000,127.25,830,,4954.00,0.72,0.81,-0.080,[Fe/H],775.6790000
3259,Kepler-306 c,Kepler-306,1,4,7.24019300,0.067000,2.350,6.12000,2.590000,0.000000,70.45,716,,4954.00,0.72,0.81,-0.080,[Fe/H],775.6790000
3260,Kepler-306 d,Kepler-306,1,4,17.32664400,0.120000,2.470,6.66000,2.430000,0.000000,21.98,535,,4954.00,0.72,0.81,-0.080,[Fe/H],775.6790000
3261,Kepler-306 e,Kepler-306,1,4,44.84097500,0.227000,2.270,5.77000,2.710000,0.000000,6.18,390,,4954.00,0.72,0.81,-0.080,[Fe/H],775.6790000
3262,Kepler-307 b,Kepler-307,1,2,10.42080000,0.091700,2.430,7.44000,2.620000,0.000000,59.70,797,,5367.00,0.81,0.91,0.190,[Fe/H],575.5810000
