pl_name,hostname,sy_snum,sy_pnum,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_dens,pl_orbeccen,st_teff,st_mass,st_met,sy_dist
Kepler-1872 b,Kepler-1872,1,1,3.82591009,0.046500,2.384,6.28000,2.550000,0.000000,5223.00,0.91,0.320,840.1820000
Kepler-1873 b,Kepler-1873,1,1,0.55884200,0.012800,1.626,3.28000,4.190000,0.000000,5151.00,0.90,0.210,820.9570000
Kepler-1874 b,Kepler-1874,1,1,56.57320023,0.263300,2.211,5.52000,2.810000,0.000000,4701.00,0.76,0.240,408.0070000
Kepler-1875 b,Kepler-1875,1,1,34.45859909,0.203900,3.227,10.50000,1.720000,0.000000,6161.00,0.95,-0.500,1660.4500000
Kepler-1876 b,Kepler-1876,1,1,6.99202013,0.073500,0.980,0.90500,5.280000,0.000000,6057.00,1.08,-0.060,259.9350000
Kepler-1877 b,Kepler-1877,1,1,2.37756991,0.035100,0.624,0.17900,4.050000,0.000000,5615.00,1.02,0.240,285.3120000
Kepler-1878 b,Kepler-1878,1,1,4.44587994,0.052100,2.920,8.86000,1.960000,0.000000,5918.00,0.96,-0.260,1494.3000000
Kepler-1879 b,Kepler-1879,1,1,10.61340046,0.095300,2.065,4.92000,3.070000,0.000000,5865.00,1.02,0.000,627.1710000
Kepler-188 b,Kepler-188,1,2,2.06189700,0.032000,1.680,3.46000,4.010000,0.000000,6021.00,0.98,0.140,968.5440000
Kepler-188 c,Kepler-188,1,2,5.99655300,0.066000,3.190,10.30000,1.740000,0.000000,6021.00,0.98,0.140,968.5440000
Kepler-1880 b,Kepler-1880,1,1,6.30921984,0.054000,2.117,5.13000,2.970000,0.000000,4380.00,0.52,-0.920,611.0410000
Kepler-1881 b,Kepler-1881,1,1,159.39399720,0.536800,2.981,9.17000,1.900000,0.000000,5135.00,0.81,0.120,1057.2100000
Kepler-1882 b,Kepler-1882,1,1,13.78730011,0.115100,1.487,2.81000,4.700000,0.000000,5691.00,1.07,0.260,443.3710000
Kepler-1883 b,Kepler-1883,1,1,103.42700200,0.443800,3.251,10.60000,1.700000,0.000000,6208.00,1.09,-0.120,1377.6100000
Kepler-1884 b,Kepler-1884,1,1,8.98832035,0.084500,1.814,3.95000,3.640000,0.000000,5984.00,0.99,-0.200,1443.0900000
Kepler-1885 b,Kepler-1885,1,1,2.52255988,0.036000,1.511,2.89000,4.600000,0.000000,5591.00,0.98,0.070,818.4820000
Kepler-1886 b,Kepler-1886,1,1,24.27580070,0.160000,2.582,7.18000,2.290000,0.000000,5745.00,0.93,-0.200,1059.5100000
Kepler-1887 b,Kepler-1887,1,1,19.94750023,0.142100,2.925,8.88000,1.950000,0.000000,5749.00,0.96,-0.100,1366.1800000
Kepler-1888 b,Kepler-1888,1,1,11.39169979,0.095600,1.326,2.32000,5.470000,0.000000,5557.00,0.90,0.000,402.9470000
Kepler-1889 b,Kepler-1889,1,1,37.30369949,0.208200,2.944,8.98000,1.930000,0.000000,5646.00,0.86,-0.280,1395.1300000
Kepler-189 b,Kepler-189,1,2,10.39993100,0.088000,1.210,1.92000,5.960000,0.000000,5235.00,0.79,-0.020,591.5340000
Kepler-189 c,Kepler-189,1,2,20.13486600,0.137000,2.380,22.70000,9.250000,0.000000,5235.00,0.79,-0.020,591.5340000
Kepler-1890 b,Kepler-1890,1,1,4.82059002,0.056300,0.869,0.58700,4.920000,0.000000,6046.00,1.02,-0.160,529.5960000
Kepler-1891 b,Kepler-1891,1,1,4.02229023,0.047300,1.521,2.93000,4.570000,0.000000,5516.00,0.87,-0.140,596.2400000
Kepler-1892 b,Kepler-1892,1,1,6.33123016,0.063300,1.837,4.03000,3.570000,0.000000,5383.00,0.85,-0.220,851.5950000
Kepler-1893 b,Kepler-1893,1,1,4.17936993,0.050400,1.706,3.55000,3.930000,0.000000,5633.00,0.97,0.160,1050.7200000
Kepler-1894 b,Kepler-1894,1,1,2.76266003,0.038500,1.201,1.87000,5.930000,0.000000,5772.00,1.00,0.000,935.1910000
Kepler-1895 b,Kepler-1895,1,1,6.07029009,0.061500,2.119,5.14000,2.970000,0.000000,5076.00,0.86,0.100,984.1870000
Kepler-1896 b,Kepler-1896,1,1,44.87020111,0.252900,3.099,9.80000,1.810000,0.000000,6122.00,1.07,-0.100,1732.9100000
Kepler-1897 b,Kepler-1897,1,1,24.22030067,0.154600,2.814,8.32000,2.050000,0.000000,5165.00,0.86,0.020,983.1740000
Kepler-1898 b,Kepler-1898,1,1,4.76562023,0.052200,0.934,0.76000,5.130000,0.000000,5702.00,0.84,-0.280,360.9210000
Kepler-1899 b,Kepler-1899,1,1,4.09577990,0.045700,1.551,3.02000,4.450000,0.000000,4791.00,0.76,0.070,711.5090000
Kepler-19 b,Kepler-19,1,3,9.28716000,0.083500,2.209,8.40000,10.400000,0.120000,5544.00,0.94,-0.080,218.5620000
Kepler-19 c,Kepler-19,1,3,28.73100000,,3.680,13.10000,1.440000,0.210000,5544.00,0.94,-0.080,218.5620000
Kepler-19 d,Kepler-19,1,3,62.95000000,,5.060,22.50000,0.954000,0.050000,5544.00,0.94,-0.080,218.5620000
Kepler-190 b,Kepler-190,1,2,2.01999900,0.030000,1.560,3.05000,4.410000,0.000000,5106.00,0.86,0.020,433.3870000
Kepler-190 c,Kepler-190,1,2,3.76302400,0.045000,1.460,2.73000,4.820000,0.000000,5106.00,0.86,0.020,433.3870000
Kepler-1900 b,Kepler-1900,1,1,2.98622990,0.042000,1.623,3.27000,4.200000,0.000000,6173.00,1.10,-0.040,1540.4300000
Kepler-1901 b,Kepler-1901,1,1,3.48412991,0.045300,1.474,2.77000,4.750000,0.000000,5696.00,1.02,0.140,1028.3700000
Kepler-1902 b,Kepler-1902,1,1,3.82222009,0.038500,1.176,1.74000,5.880000,0.000000,3729.00,0.52,0.060,344.3370000
Kepler-1903 b,Kepler-1903,1,1,17.06789970,0.132100,2.286,5.85000,2.690000,0.000000,6347.00,1.05,-0.340,1775.4400000
Kepler-1904 b,Kepler-1904,1,1,4.57702017,0.043600,1.390,2.51000,5.130000,0.000000,3805.00,0.53,-0.100,270.8540000
Kepler-1905 b,Kepler-1905,1,1,3.42392993,0.045100,1.446,2.69000,4.890000,0.000000,5788.00,1.04,0.160,1051.5300000
Kepler-1906 b,Kepler-1906,1,1,7.36268997,0.073800,2.776,8.13000,2.090000,0.000000,5868.00,0.99,-0.120,1360.6300000
Kepler-1907 b,Kepler-1907,1,2,5.65245008,0.056500,0.870,0.58900,4.920000,0.000000,5159.00,0.75,-0.160,292.1110000
Kepler-1907 c,Kepler-1907,1,2,14.86390018,0.107600,1.155,1.63000,5.810000,0.000000,5159.00,0.75,-0.160,292.1110000
Kepler-1909 b,Kepler-1909,1,1,2.39160991,0.030600,1.092,1.33000,5.610000,0.000000,4935.00,0.66,-0.420,763.6620000
Kepler-191 b,Kepler-191,1,3,9.93963200,0.087000,1.340,2.36000,5.390000,0.000000,5282.00,0.81,0.130,594.4640000
Kepler-191 c,Kepler-191,1,3,17.73850600,0.128000,1.860,4.12000,3.520000,0.000000,5282.00,0.81,0.130,594.4640000
Kepler-191 d,Kepler-191,1,3,5.94504102,0.059900,2.280,5.82000,2.700000,0.000000,5215.00,0.84,-0.050,594.4640000
Kepler-1910 b,Kepler-1910,1,1,5.68876982,0.053600,1.184,1.78000,5.890000,0.000000,4234.00,0.64,-0.020,
Kepler-1911 b,Kepler-1911,1,1,5.99079990,0.063600,1.011,1.01000,5.370000,0.000000,5721.00,0.95,0.000,269.9120000
Kepler-1912 b,Kepler-1912,1,1,6.05921984,0.064600,1.357,2.41000,5.300000,0.000000,5734.00,0.98,0.040,297.0170000
Kepler-1913 b,Kepler-1913,1,1,14.19600010,0.120900,1.519,2.92000,4.580000,0.000000,6214.00,1.17,0.070,876.3000000
Kepler-1914 b,Kepler-1914,1,1,30.82789993,0.195400,2.943,8.97000,1.930000,0.000000,5982.00,1.05,-0.040,1621.5600000
Kepler-1915 b,Kepler-1915,1,1,13.83539963,0.114000,3.218,10.40000,1.710000,0.000000,6020.00,1.03,-0.060,1514.6600000
Kepler-1916 b,Kepler-1916,1,1,31.25429916,0.205300,2.618,7.35000,2.250000,0.000000,6246.00,1.18,0.070,2055.8200000
Kepler-1917 b,Kepler-1917,1,1,12.90240002,0.103000,1.890,4.23000,3.440000,0.000000,5530.00,0.88,-0.220,909.0370000
Kepler-1918 b,Kepler-1918,1,1,47.05640030,0.252400,2.298,5.89000,2.670000,0.000000,5889.00,0.97,-0.160,1030.1100000
Kepler-1919 b,Kepler-1919,1,1,37.88660049,0.210700,2.624,7.38000,2.240000,0.000000,5513.00,0.87,-0.160,1177.5300000
Kepler-192 b,Kepler-192,1,3,9.92674600,0.090000,2.740,7.95000,2.120000,0.000000,5479.00,0.94,0.357,651.6740000
Kepler-192 c,Kepler-192,1,3,21.22340000,0.150000,2.790,8.20000,2.070000,0.000000,5479.00,0.94,0.357,651.6740000
Kepler-192 d,Kepler-192,1,3,6.47027579,0.066800,1.020,1.04000,5.390000,0.000000,5487.00,0.94,0.130,651.6740000
Kepler-1920 b,Kepler-1920,1,1,30.25410080,0.204300,2.954,9.03000,1.920000,0.000000,6277.00,1.24,0.210,885.9130000
Kepler-1921 b,Kepler-1921,1,1,20.03479958,0.155700,2.895,8.72000,1.980000,0.000000,6120.00,1.25,0.020,928.9890000
Kepler-1922 b,Kepler-1922,1,1,13.22259998,0.107700,2.291,5.86000,2.680000,0.000000,5931.00,0.95,-0.280,1344.2900000
Kepler-1923 b,Kepler-1923,1,1,52.60969925,0.284600,1.960,4.50000,3.290000,0.000000,5881.00,1.11,0.160,990.8380000
Kepler-1924 b,Kepler-1924,1,1,15.33170033,0.121600,2.654,7.53000,2.210000,0.000000,5726.00,1.02,0.160,1910.7700000
Kepler-1925 b,Kepler-1925,1,1,46.71640015,0.258800,3.002,9.28000,1.890000,0.000000,5856.00,1.06,0.160,1771.3100000
Kepler-1926 b,Kepler-1926,1,1,42.87770081,0.219700,2.315,5.97000,2.640000,0.000000,5256.00,0.77,-0.160,667.4050000
Kepler-1927 b,Kepler-1927,1,1,73.75039673,0.385900,3.406,11.50000,1.600000,0.000000,6056.00,1.41,0.140,1091.0000000
Kepler-1928 b,Kepler-1928,1,1,19.57780075,0.140900,2.146,5.25000,2.920000,0.000000,5620.00,0.97,0.060,326.3620000
Kepler-1929 b,Kepler-1929,1,1,59.36249924,0.298700,3.073,9.65000,1.830000,0.000000,5786.00,1.01,-0.020,508.2010000
Kepler-193 b,Kepler-193,1,2,11.38848000,0.106000,2.390,6.30000,2.540000,0.000000,6335.00,1.14,0.140,1009.1000000
Kepler-193 c,Kepler-193,1,2,50.69749400,0.286000,2.750,8.00000,2.110000,0.000000,6335.00,1.14,0.140,1009.1000000
Kepler-1930 b,Kepler-1930,1,1,13.02680016,0.102500,1.530,2.95000,4.530000,0.000000,5083.00,0.84,0.220,275.6940000
Kepler-1931 b,Kepler-1931,1,1,38.57609940,0.235600,2.653,7.53000,2.220000,0.000000,6167.00,1.17,0.120,620.0910000
Kepler-1932 b,Kepler-1932,1,1,0.52417702,0.012300,1.515,2.91000,4.600000,0.000000,5278.00,0.91,0.140,713.7330000
Kepler-1933 b,Kepler-1933,1,1,4.94329023,0.056100,1.180,1.76000,5.890000,0.000000,5661.00,0.96,0.100,328.0070000
Kepler-1934 b,Kepler-1934,1,1,1.41975999,0.024500,0.913,0.70200,5.070000,0.000000,5925.00,0.97,-0.140,428.5140000
Kepler-1935 b,Kepler-1935,1,1,3.95140004,0.046300,2.503,6.82000,2.390000,0.000000,5570.00,0.84,-0.180,904.7020000
Kepler-1936 b,Kepler-1936,1,1,126.55699920,0.554800,3.166,10.20000,1.770000,0.000000,6501.00,1.42,0.100,871.0960000
Kepler-1937 b,Kepler-1937,1,1,9.68859959,0.094300,3.023,9.39000,1.870000,0.000000,6457.00,1.19,-0.060,905.0690000
Kepler-1938 b,Kepler-1938,1,1,13.06260014,0.093800,1.828,4.00000,3.600000,0.000000,4522.00,0.65,-0.220,421.1520000
Kepler-1939 b,Kepler-1939,1,1,2.79065990,0.033400,1.165,1.68000,5.840000,0.000000,4353.00,0.65,-0.180,189.8330000
Kepler-194 b,Kepler-194,1,3,2.09228100,0.032000,1.510,2.89000,4.610000,0.000000,6089.00,1.09,0.160,1097.9700000
Kepler-194 c,Kepler-194,1,3,17.30803200,0.131000,2.590,7.22000,2.280000,0.000000,6089.00,1.09,0.160,1097.9700000
Kepler-194 d,Kepler-194,1,3,52.81497300,0.275000,2.400,6.35000,2.520000,0.000000,6089.00,1.09,0.160,1097.9700000
Kepler-1940 b,Kepler-1940,1,1,4.95061016,0.052500,1.547,3.01000,4.460000,0.000000,5431.00,0.80,-0.440,798.5950000
Kepler-1941 b,Kepler-1941,1,1,31.33510017,0.205400,2.650,7.51000,2.220000,0.000000,6404.00,1.18,-0.060,1494.3900000
Kepler-1942 b,Kepler-1942,1,1,4.62604999,0.051600,2.117,5.13000,2.970000,0.000000,5834.00,0.85,-0.500,842.4920000
Kepler-1943 b,Kepler-1943,1,1,4.85018015,0.057100,1.549,3.02000,4.470000,0.000000,6032.00,1.05,-0.060,1004.5500000
Kepler-1944 b,Kepler-1944,1,1,9.84257984,0.091800,2.760,8.05000,2.100000,0.000000,5585.00,1.06,0.480,1076.4800000
Kepler-1945 b,Kepler-1945,1,1,6.08003998,0.059700,1.289,2.21000,5.670000,0.000000,4991.00,0.77,0.040,
Kepler-1946 b,Kepler-1946,1,1,3.03519010,0.039400,2.488,6.75000,2.410000,0.000000,5505.00,0.89,-0.040,1002.1200000
Kepler-1947 b,Kepler-1947,1,1,6.96363020,0.071100,1.010,1.01000,5.380000,0.000000,6040.00,0.98,-0.440,468.7710000
Kepler-1948 b,Kepler-1948,1,1,15.57129955,0.102200,1.033,1.09000,5.440000,0.000000,3872.00,0.58,0.120,193.9030000
Kepler-1949 b,Kepler-1949,1,1,2.20828009,0.035200,2.220,5.56000,2.790000,0.000000,6028.00,1.19,0.140,2617.3500000
Kepler-195 b,Kepler-195,1,2,8.30787200,0.077000,2.030,4.78000,3.140000,0.000000,5329.00,0.84,-0.110,652.0510000
Kepler-195 c,Kepler-195,1,2,34.09686300,0.197000,1.550,3.02000,4.460000,0.000000,5329.00,0.84,-0.110,652.0510000
Kepler-1950 b,Kepler-1950,1,1,10.77690029,0.087100,1.527,2.95000,4.550000,0.000000,5455.00,0.76,-0.340,697.2530000
Kepler-1951 b,Kepler-1951,1,1,20.65780067,0.143500,2.321,6.00000,2.640000,0.000000,5468.00,0.92,0.140,1277.3200000
Kepler-1952 b,Kepler-1952,1,1,27.21080017,0.172400,1.239,2.07000,5.980000,0.000000,5973.00,0.92,-0.340,852.0620000
Kepler-1953 b,Kepler-1953,1,1,6.24565983,0.060700,1.286,2.20000,5.690000,0.000000,4858.00,0.79,-0.020,605.6310000
Kepler-1954 b,Kepler-1954,1,1,5.88343000,0.062500,1.802,3.90000,3.660000,0.000000,5840.00,0.94,-0.240,1373.8300000
Kepler-1955 b,Kepler-1955,1,1,14.26519966,0.117000,1.167,1.69000,5.850000,0.000000,5825.00,1.05,0.140,449.3510000
Kepler-1956 b,Kepler-1956,1,1,5.94371986,0.056300,1.089,1.32000,5.610000,0.000000,4391.00,0.67,0.040,360.4680000
Kepler-1957 b,Kepler-1957,1,1,2.18662000,0.029900,0.944,0.79000,5.160000,0.000000,4904.00,0.74,0.000,460.8990000
Kepler-1958 b,Kepler-1958,1,1,9.32861996,0.085600,2.051,4.86000,3.090000,0.000000,5749.00,0.96,-0.100,1320.3800000
Kepler-1959 b,Kepler-1959,1,1,6.38669014,0.061700,1.143,1.57000,5.780000,0.000000,5071.00,0.77,-0.020,479.2630000
Kepler-196 b,Kepler-196,1,3,20.73988600,0.138000,1.900,4.27000,3.420000,0.000000,5128.00,0.85,-0.020,451.3120000
Kepler-196 c,Kepler-196,1,3,47.42773700,0.240000,2.240,5.65000,2.760000,0.000000,5128.00,0.85,-0.020,451.3120000
Kepler-196 d,Kepler-196,1,3,122.08000180,0.448400,2.661,7.56000,2.210000,0.000000,5132.00,0.81,-0.060,451.3120000
Kepler-1960 b,Kepler-1960,1,1,2.29794002,0.035400,1.307,2.26000,5.560000,0.000000,6371.00,1.12,-0.180,1527.5600000
Kepler-1961 b,Kepler-1961,1,1,5.60471010,0.058800,1.619,3.25000,4.210000,0.000000,5401.00,0.87,-0.160,1042.4500000
Kepler-1962 b,Kepler-1962,1,1,7.99145985,0.078300,1.215,1.95000,5.980000,0.000000,5700.00,1.00,0.160,866.8260000
Kepler-1963 b,Kepler-1963,1,1,1.96226001,0.029800,0.744,0.33700,4.490000,0.000000,5726.00,0.92,-0.100,492.8470000
Kepler-1964 b,Kepler-1964,1,1,2.44082999,0.032200,1.781,3.83000,3.730000,0.000000,4803.00,0.75,-0.080,
Kepler-1965 b,Kepler-1965,1,1,41.86869812,0.230100,1.354,2.40000,5.310000,0.000000,5852.00,0.93,-0.300,521.7910000
Kepler-1966 b,Kepler-1966,1,1,8.61742973,0.076300,1.105,1.39000,5.660000,0.000000,5009.00,0.80,0.160,484.6010000
Kepler-1967 b,Kepler-1967,1,1,7.28169012,0.073500,0.730,0.31500,4.450000,0.000000,4970.00,1.00,0.320,249.1020000
Kepler-1968 b,Kepler-1968,1,1,7.28109980,0.069600,1.500,2.86000,4.660000,0.000000,5008.00,0.84,0.180,750.9300000
Kepler-1969 b,Kepler-1969,1,1,6.64752007,0.071700,1.682,3.47000,4.010000,0.000000,6046.00,1.11,0.070,1204.5400000
Kepler-197 b,Kepler-197,2,4,5.59930800,0.060000,1.020,1.04000,5.390000,0.020000,6004.00,0.86,-0.441,330.5750000
Kepler-197 c,Kepler-197,2,4,10.34969500,0.090000,1.230,5.30000,15.700000,0.080000,6004.00,0.86,-0.441,330.5750000
