pl_name,hostname,sy_snum,sy_pnum,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_dens,pl_orbeccen,st_teff,st_mass,st_met,sy_dist,exo_class,exo_class_ext
HD 67087 b,HD 67087,1,2,352.2,1.08,13.1,973.0,2.38,0.17,6330.0,1.36,0.25,76.5217,Gas giant,Gas giant
HD 67087 c,HD 67087,1,2,2374.0,3.86,12.9,1540.0,3.94,0.76,6330.0,1.36,0.25,76.5217,Gas giant,Gas giant
HD 6718 b,HD 6718,1,1,2496.0,3.55,13.5,533.9544,1.19,0.1,5801.0,1.08,-0.03,51.3444,Gas giant,Gas giant
HD 68402 b,HD 68402,1,1,1103.0,2.18,13.1,975.7381,2.39,0.03,5950.0,1.12,0.29,78.4293,Gas giant,Gas giant
HD 68988 b,HD 68988,1,2,6.27711,0.07,13.4,626.1251,1.43,0.12,5932.0,1.28,0.35,60.8447,Gas giant,Hot Jupiter
HD 68988 c,HD 68988,1,2,16000.0,13.2,12.3,4767.4261,14.1,0.45,5883.41,1.17,0.305,60.8447,Gas giant,Gas giant
HD 69123 b,HD 69123,1,1,1193.3,2.482,13.1,966.19836,2.36,0.19,4842.0,1.68,0.05,75.116,Gas giant,Gas giant
HD 69830 b,HD 69830,1,3,8.667,0.0785,3.17,10.2,1.76,0.1,5385.0,0.86,-0.05,12.5591,Neptune-like,Neptune-like
HD 69830 c,HD 69830,1,3,31.56,0.186,3.46,11.8,1.57,0.13,5385.0,0.86,-0.05,12.5591,Neptune-like,Neptune-like
HD 69830 d,HD 69830,1,3,197.0,0.63,4.45,18.1,1.13,0.07,5385.0,0.86,-0.05,12.5591,Neptune-like,Neptune-like
HD 70573 b,HD 70573,1,1,851.8,1.76,12.8,1900.0,4.98,0.4,5737.0,1.0,-0.18,59.182,Gas giant,Gas giant
HD 70642 b,HD 70642,1,1,2124.54,3.318,13.4,633.43519,1.45,0.175,5732.0,1.08,0.22,29.276,Gas giant,Gas giant
HD 7199 b,HD 7199,1,1,615.0,1.36,11.1,85.8141,0.345,0.19,5371.0,0.77,0.32,36.1531,Gas giant,Gas giant
HD 72490 b,HD 72490,1,1,858.0,1.88,13.5,561.92344,1.26,0.124,4934.0,1.21,-0.13,126.339,Gas giant,Gas giant
HD 72659 b,HD 72659,1,1,3658.0,4.75,13.0,1223.6455,3.06,0.22,5932.0,1.43,-0.02,51.8949,Gas giant,Gas giant
HD 72892 b,HD 72892,1,1,39.475,0.228,12.8,1732.1735,4.54,0.423,5688.0,1.02,0.25,69.7311,Gas giant,Gas giant
HD 73267 b,HD 73267,1,1,1245.36,2.187,13.1,984.31951,2.41,0.23,5387.0,0.9,0.07,50.4093,Gas giant,Gas giant
HD 73526 b,HD 73526,1,2,188.3,0.65,13.1,978.9164,2.39,0.19,5601.0,1.14,0.22,97.2396,Gas giant,Gas giant
HD 73526 c,HD 73526,1,2,379.1,1.03,13.3,715.09,1.67,0.28,5633.0,1.01,0.232,97.2396,Gas giant,Gas giant
HD 73534 b,HD 73534,1,1,1750.0,2.99,13.7,353.42696,0.755,0.126,4917.0,1.16,0.232,83.3321,Gas giant,Gas giant
HD 74156 b,HD 74156,1,2,51.645,0.292,13.4,572.07,1.31,0.627,6068.0,1.24,0.11,57.603,Gas giant,Gas giant
HD 74156 c,HD 74156,1,2,2473.0,3.85,12.6,2561.6,7.04,0.432,6068.0,1.24,0.11,57.603,Gas giant,Gas giant
HD 7449 b,HD 7449,2,1,1255.5,2.38,14.2,161.45764,0.31,0.92,6024.0,1.05,-0.105,38.662,Gas giant,Gas giant
HD 75289 b,HD 75289,2,1,3.50927,0.05,14.2,155.7367,0.299,0.03,6117.0,1.29,0.26,29.1158,Gas giant,Hot Jupiter
HD 75784 b,HD 75784,1,2,341.2,1.032,13.8,317.83,0.665,0.097,4867.0,1.26,0.25,85.4321,Gas giant,Gas giant
HD 75784 c,HD 75784,1,2,7900.0,8.4,12.8,1792.5612,4.7,0.489,4867.0,1.26,0.28,85.4321,Gas giant,Gas giant
HD 75898 b,HD 75898,1,1,422.9,1.191,13.2,861.3193,2.06,0.11,5963.0,1.26,0.28,78.0505,Gas giant,Gas giant
HD 76700 b,HD 76700,1,1,3.97097,0.05,9.6,66.7443,0.415,0.09,5644.0,0.99,0.31,60.8831,Gas giant,Hot Jupiter
HD 76920 b,HD 76920,1,1,415.4,1.149,13.0,1249.0719,3.12,0.856,4698.0,1.17,-0.11,184.031,Gas giant,Gas giant
HD 77338 b,HD 77338,1,1,5.7361,0.06,4.12,15.9,1.25,0.09,5341.0,1.37,0.32,45.935,Neptune-like,Neptune-like
HD 79181 b,HD 79181,1,1,273.1,0.9,14.1,203.41018,0.399,0.259,4862.0,1.28,-0.28,103.335,Gas giant,Gas giant
HD 7924 b,HD 7924,1,3,5.39792,0.06,2.4,6.3566,2.53,0.06,5131.0,0.65,-0.21,16.9922,Neptune-like,Neptune-like
HD 7924 c,HD 7924,1,3,15.299,0.1134,2.72,7.86,2.15,0.098,5075.0,0.83,-0.15,16.9922,Neptune-like,Neptune-like
HD 7924 d,HD 7924,1,3,24.451,0.1551,2.42,6.44,2.5,0.21,5075.0,0.83,-0.15,16.9922,Neptune-like,Neptune-like
HD 79498 b,HD 79498,2,1,1807.0,2.98,13.6,425.8922,0.93,0.575,5748.0,1.08,0.18,48.9489,Gas giant,Gas giant
HD 80606 b,HD 80606,2,1,111.4367,0.4565,11.994,1392.0954,5.08,0.93,5561.0,1.15,0.35,66.4711,Gas giant,Gas giant
HD 80653 b,HD 80653,1,1,0.719573,0.0166,1.613,5.6,7.4,,6080.0,1.18,,109.86,Super-Earth,Super-Earth
HD 80869 b,HD 80869,1,1,1711.7,2.878,12.9,1544.64606,3.95,0.862,5837.0,1.08,0.17,85.3951,Gas giant,Gas giant
HD 81040 b,HD 81040,1,1,1001.70001,1.94,12.6,2310.6241,6.35,0.53,5755.0,1.05,-0.03,34.4341,Gas giant,Gas giant
HD 81688 b,HD 81688,1,1,184.02,0.81,13.2,858.1,2.05,0.0,4753.0,2.1,-0.359,85.7183,Gas giant,Gas giant
HD 81817 b,HD 81817,1,1,1047.1,3.3,11.9,8613.193,28.1,0.17,4140.0,4.3,-0.17,269.126,Gas giant,Gas giant
HD 82886 b,HD 82886,1,1,705.0,1.58,13.3,740.5439,1.73,0.07,4953.0,2.53,-0.31,127.061,Gas giant,Gas giant
HD 82943 b,HD 82943,1,2,441.47,1.18306,13.5,534.25,1.19,0.162,5935.0,1.08,0.26,27.5902,Gas giant,Gas giant
HD 82943 c,HD 82943,1,2,220.078,0.74345,13.4,622.603,1.42,0.3663,5935.0,1.08,0.26,27.5902,Gas giant,Gas giant
HD 8326 b,HD 8326,1,1,158.991,0.533,9.58,66.6,0.416,0.2,4914.0,0.8,0.04,30.6862,Gas giant,Gas giant
HD 83443 b,HD 83443,1,1,2.9857,0.04,12.7,108.0622,0.29,0.01,5442.0,0.79,0.35,40.8991,Gas giant,Hot Jupiter
HD 8535 b,HD 8535,2,1,1313.0,2.45,14.0,216.1244,0.433,0.15,6136.0,1.13,0.06,55.4401,Gas giant,Gas giant
HD 85390 b,HD 85390,1,1,799.52,1.373,6.16,31.46517,0.74,0.5,5186.0,0.76,-0.07,33.5225,Neptune-like,Neptune-like
HD 85512 b,HD 85512,1,1,58.43,0.26,1.72,3.6,3.89,0.11,4300.0,0.43,-0.26,11.281,Super-Earth,Super-Earth
HD 8574 b,HD 8574,1,1,227.0,0.76,13.4,645.1949,1.47,0.3,6064.0,1.34,0.01,44.8264,Gas giant,Gas giant
HD 86081 b,HD 86081,2,1,2.1378431,0.0346,13.6,470.3884,1.03,0.0119,5939.0,1.21,0.22,103.936,Gas giant,Hot Jupiter
HD 86226 b,HD 86226,1,2,1628.0,2.73,14.3,143.0235,0.269,0.059,5863.0,1.02,0.018,45.683,Gas giant,Gas giant
HD 86226 c,HD 86226,1,2,3.98442,0.049,2.16,7.25,3.97,0.075,5863.0,1.02,0.018,45.683,Neptune-like,Hot Neptune
HD 86264 b,HD 86264,1,1,1475.0,2.86,12.7,2224.81,5.97,0.7,6210.0,1.42,0.202,67.8107,Gas giant,Gas giant
HD 8673 b,HD 8673,2,1,1634.0,3.02,12.3,4513.0,13.3,0.723,6389.05,1.28,0.147,37.8619,Gas giant,Gas giant
HD 86950 b,HD 86950,1,1,1270.0,2.72,13.0,1144.188,2.86,0.17,4805.0,1.66,0.04,209.839,Gas giant,Gas giant
HD 87646 b,HD 87646,3,1,13.481,0.117,12.4,3941.092,11.4,0.05,5770.0,1.12,-0.17,73.58352,Gas giant,Gas giant
HD 87883 b,HD 87883,1,1,2754.0,3.58,13.5,489.4582,1.09,0.53,4915.0,0.66,0.05,18.2912,Gas giant,Gas giant
HD 88133 b,HD 88133,1,1,3.414884,0.0479,13.8,324.1866,0.678,0.031,5392.0,1.26,0.34,73.6123,Gas giant,Hot Jupiter
HD 89307 b,HD 89307,1,1,2166.0,3.27,13.4,670.6213,1.53,0.2,5955.0,1.27,-0.13,32.0104,Gas giant,Gas giant
HD 89345 b,HD 89345,1,1,11.8143,0.1066,7.398,34.9613,0.471,0.22,5576.0,1.16,0.421,132.345,Neptune-like,Neptune-like
HD 89744 b,HD 89744,2,1,256.78,0.917,12.6,2653.8805,7.29,0.677,6291.0,1.86,0.224,38.6364,Gas giant,Gas giant
HD 90156 b,HD 90156,1,1,49.77,0.25,4.43,17.98,1.14,0.31,5599.0,0.84,-0.24,21.9496,Neptune-like,Neptune-like
HD 9174 b,HD 9174,1,1,1179.0,2.2,13.7,352.7913,0.754,0.12,5577.0,1.03,0.39,81.4893,Gas giant,Gas giant
HD 92788 b,HD 92788,1,2,325.803,0.97,13.0,1195.0408,2.99,0.35,5744.0,1.15,0.27,34.6538,Gas giant,Gas giant
HD 92788 c,HD 92788,1,2,11611.2975,10.5,13.0,1166.4361,2.92,0.46,5744.0,1.15,0.27,34.6538,Gas giant,Gas giant
HD 92987 b,HD 92987,1,1,10354.8375,9.62,12.2,5364.9704,16.2,0.21,5770.0,1.08,-0.08,43.5339,Gas giant,Gas giant
HD 93083 b,HD 93083,1,1,143.58,0.477,13.4,117.59,0.269,0.14,4995.0,0.7,0.15,28.5159,Gas giant,Gas giant
HD 93385 b,HD 93385,1,3,7.3426,0.0756,1.88,4.2,3.47,0.295,5977.0,1.04,0.02,43.3475,Super-Earth,Super-Earth
HD 93385 c,HD 93385,1,3,13.18,0.112,2.56,7.1,2.33,0.2,5977.0,1.04,0.02,43.3475,Neptune-like,Neptune-like
HD 93385 d,HD 93385,1,3,45.85,0.2565,2.89,8.7,1.98,0.09,5977.0,1.04,0.02,43.3475,Neptune-like,Neptune-like
HD 9446 b,HD 9446,1,2,30.052,0.189,14.0,222.472,0.446,0.2,5793.0,1.0,0.09,50.3503,Gas giant,Gas giant
HD 9446 c,HD 9446,1,2,192.9,0.654,13.4,578.426,1.32,0.06,5793.0,1.0,0.09,50.3503,Gas giant,Gas giant
HD 94834 b,HD 94834,1,1,1576.0,2.74,13.7,400.4658,0.856,0.14,4798.0,1.11,0.12,98.1609,Gas giant,Gas giant
HD 95086 b,HD 95086,1,1,,55.7,12.9,1589.0,4.07,,7595.0,1.6,0.14,86.2279,Gas giant,Gas giant
HD 95089 b,HD 95089,1,2,464.4,1.36,13.7,400.4658,0.856,0.119,4918.0,1.54,0.05,136.957,Gas giant,Gas giant
HD 95089 c,HD 95089,1,2,1785.0,3.33,13.1,1096.5135,2.68,0.284,4918.0,1.54,0.05,136.957,Gas giant,Gas giant
HD 95127 b,HD 95127,1,1,482.0,1.28,12.4,3378.5329,9.74,0.11,4218.0,3.7,-0.18,676.579,Gas giant,Gas giant
HD 95338 b,HD 95338,1,1,55.087,0.262,3.89,42.44,3.98,0.197,5212.0,0.83,0.04,36.9941,Neptune-like,Neptune-like
HD 95544 b,HD 95544,1,1,2172.0,3.386,12.7,2173.9463,5.83,0.043,5722.0,1.09,0.11,87.8049,Gas giant,Gas giant
HD 95735 c,GJ 411,1,2,3190.0,3.1,4.44,18.05265,1.13,0.14,3719.95,0.39,-0.361,5.675773,Neptune-like,Neptune-like
HD 95872 b,HD 95872,1,1,4375.0,5.15,13.0,1188.6842,2.97,0.06,5312.0,0.7,0.41,72.2195,Gas giant,Gas giant
HD 96063 b,HD 96063,1,1,362.5,1.11,13.7,403.6441,0.863,0.17,5020.0,1.37,-0.3,140.065,Gas giant,Gas giant
HD 96127 b,HD 96127,1,1,647.29999,1.42,12.1,6661.7168,20.7,0.3,3943.0,10.94,-0.24,587.659,Gas giant,Gas giant
HD 96167 b,HD 96167,2,1,498.04,1.332,14.0,227.88411,0.456,0.685,5733.0,1.27,0.34,85.3006,Gas giant,Gas giant
HD 96700 b,HD 96700,1,3,8.1245,0.0777,2.93,8.9,1.94,0.138,5845.0,0.89,-0.18,25.4111,Neptune-like,Neptune-like
HD 96700 c,HD 96700,1,3,19.88,0.141,1.69,3.5,3.98,0.293,5845.0,0.89,-0.18,25.4111,Super-Earth,Super-Earth
HD 96700 d,HD 96700,1,3,103.5,0.424,3.61,12.7,1.48,0.27,5845.0,0.89,-0.18,25.4111,Neptune-like,Neptune-like
HD 96992 b,HD 96992,1,1,514.0,1.24,13.7,362.3262,0.774,0.41,4725.0,0.96,-0.45,396.082,Gas giant,Gas giant
HD 97048 b,HD 97048,1,1,,130.0,13.3,794.575,1.86,,10000.0,2.4,,183.857,Gas giant,Gas giant
HD 97658 b,HD 97658,1,1,9.4897116,0.0805,2.12,8.3,4.8,0.05,5212.0,0.85,-0.23,21.5618,Neptune-like,Neptune-like
HD 98219 b,HD 98219,1,1,433.8,1.26,13.4,624.21812,1.43,0.079,4925.0,1.41,-0.02,113.704,Gas giant,Gas giant
HD 98649 b,HD 98649,1,1,6022.9725,6.57,12.7,2158.0657,5.79,0.86,5790.0,1.03,0.05,42.1727,Gas giant,Gas giant
HD 98736 b,HD 98736,2,1,968.8,1.864,13.3,740.5439,1.73,0.226,5271.0,0.92,0.36,32.4459,Gas giant,Gas giant
HD 99109 b,HD 99109,1,1,439.29999,1.11,14.3,139.8452,0.263,0.09,5282.0,0.76,0.35,54.7901,Gas giant,Gas giant
HD 99283 b,HD 99283,1,1,310.4,1.08,13.8,308.29355,0.645,0.2,4886.0,1.76,-0.16,111.093,Gas giant,Gas giant
HD 99492 b,HD 99492,2,1,17.0431,0.12,5.02,22.2481,0.966,0.25,4815.0,0.48,0.24,18.2038,Neptune-like,Neptune-like
HD 99706 b,HD 99706,1,2,841.0,1.98,13.7,390.9309,0.835,0.25,4862.0,1.46,0.14,146.6,Gas giant,Gas giant
HD 99706 c,HD 99706,1,2,1278.0,,12.8,1808.4527,4.74,0.411,4862.0,1.72,0.02,146.6,Gas giant,Gas giant
HIP 105854 b,HIP 105854,1,1,184.2,0.81,12.6,2606.1,7.16,0.02,4780.0,2.1,0.31,78.6381,Gas giant,Gas giant
HIP 107772 b,HIP 107772,1,1,55.199,0.243,3.64,12.9,1.47,0.18,4006.0,0.63,,23.6434,Neptune-like,Neptune-like
HIP 107773 b,HIP 107773,1,1,144.3,0.72,13.4,629.3034,1.44,0.09,4945.0,2.42,0.03,105.18,Gas giant,Gas giant
HIP 109384 b,HIP 109384,1,1,499.48,1.134,13.5,495.8148,1.11,0.549,5180.0,0.78,-0.26,58.9582,Gas giant,Gas giant
HIP 109600 b,HIP 109600,2,1,232.08,0.706,13.2,851.7844,2.04,0.163,5530.0,0.87,-0.12,66.3361,Gas giant,Gas giant
HIP 114933 b,HIP 114933,1,1,1481.6,2.84,13.4,616.58711,1.41,0.21,4823.0,1.39,0.06,101.766,Gas giant,Gas giant
HIP 116454 b,HIP 116454,2,1,9.1205,0.0906,2.466,12.7132,4.17,0.2,5089.0,0.81,-0.16,62.4491,Neptune-like,Neptune-like
HIP 12961 b,HIP 12961,1,1,57.435,0.25,13.2,114.4188,0.273,0.17,3901.0,0.69,-0.14,23.371,Gas giant,Gas giant
HIP 14810 b,HIP 14810,1,3,6.673892,0.0696,13.0,1239.537,3.1,0.14399,5544.0,1.01,0.24,50.48,Gas giant,Hot Jupiter
HIP 14810 c,HIP 14810,1,3,147.747,0.549,13.6,416.3573,0.91,0.1566,5544.0,1.01,0.24,50.48,Gas giant,Gas giant
HIP 14810 d,HIP 14810,1,3,981.8,1.94,14.1,187.5197,0.368,0.185,5544.0,1.01,0.24,50.48,Gas giant,Gas giant
HIP 34222 b,HIP 34222,1,1,159.986,0.492,13.9,263.79758,0.54,0.305,4050.0,0.62,,22.8386,Gas giant,Gas giant
HIP 35173 b,HIP 35173,1,1,41.516,0.217,3.61,12.7,1.48,0.16,4881.0,0.79,,33.1562,Neptune-like,Neptune-like
HIP 38594 b,HIP 38594,1,2,60.722,0.256,2.77,8.1,2.09,0.17,4086.3,0.61,,17.7886,Neptune-like,Neptune-like
HIP 38594 c,HIP 38594,1,2,3477.768,3.805,7.94,48.4,0.531,0.16,4086.3,0.61,,17.7886,Neptune-like,Neptune-like
HIP 41378 b,HIP 41378,1,5,15.572098,,2.9,8.75,1.97,,6226.0,1.17,-0.11,106.289,Neptune-like,Neptune-like
HIP 41378 c,HIP 41378,1,5,31.70648,,2.56,7.08,2.32,,6226.0,1.17,-0.11,106.289,Neptune-like,Neptune-like
HIP 41378 d,HIP 41378,1,5,1114.0,,3.96,14.9,1.32,,6226.0,1.17,-0.11,106.289,Neptune-like,Neptune-like
HIP 41378 e,HIP 41378,1,5,131.0,,5.51,26.0,0.854,,6226.0,1.17,-0.11,106.289,Neptune-like,Neptune-like
HIP 41378 f,HIP 41378,1,5,1084.0,,10.2,74.0,0.383,,6226.0,1.17,-0.11,106.289,Gas giant,Gas giant
HIP 4845 b,HIP 4845,1,1,34.15,0.176,3.89,14.4,1.34,0.25,4010.0,0.62,,21.0974,Neptune-like,Neptune-like
HIP 48714 b,HIP 48714,1,1,17.818,0.112,5.11,22.9,0.943,0.5,4015.5,0.58,,10.5298,Neptune-like,Neptune-like
HIP 5158 b,HIP 5158,1,2,345.72,0.89,13.6,451.0,0.985,0.52,4962.0,0.78,0.1,51.6026,Gas giant,Gas giant
HIP 5158 c,HIP 5158,1,2,9017.76,7.7,12.2,4780.1632,14.5,0.14,4813.0,0.78,0.17,51.6026,Gas giant,Gas giant
HIP 54373 b,HIP 54373,1,2,7.76,0.063,2.87,8.62,2.0,0.2,4021.0,0.57,,18.7168,Neptune-like,Neptune-like
HIP 54373 c,HIP 54373,1,2,15.144,0.099,3.57,12.44,1.5,0.2,4021.0,0.57,,18.7168,Neptune-like,Neptune-like
HIP 56640 b,HIP 56640,1,1,2574.9,3.73,13.0,1166.43025,2.92,0.12,4769.0,1.04,-0.03,122.324,Gas giant,Gas giant
HIP 57274 b,HIP 57274,1,3,8.1352,0.07,2.4,6.3566,2.53,0.19,4510.0,0.29,0.01,25.8618,Neptune-like,Neptune-like
HIP 57274 c,HIP 57274,1,3,32.03,0.178,14.2,130.0,0.249,0.05,4640.0,0.73,0.09,25.8618,Gas giant,Gas giant
HIP 57274 d,HIP 57274,1,3,431.7,1.01,14.2,167.4,0.321,0.27,4640.0,0.73,0.09,25.8618,Gas giant,Gas giant
HIP 5763 b,HIP 5763,1,1,30.014,0.17,14.2,162.09249,0.311,0.054,4352.0,0.72,,31.9043,Gas giant,Gas giant
HIP 63242 b,HIP 63242,1,1,124.6,0.565,12.5,2917.56,8.21,0.23,4830.0,1.54,-0.31,156.456,Gas giant,Gas giant
HIP 65 A b,HIP 65 A,2,1,0.9809734,0.01782,22.754,1021.18779,0.48,0.0,4590.0,0.78,0.18,61.7856,Gas giant,Hot Jupiter
HIP 65407 b,HIP 65407,1,2,28.125,0.177,14.3,136.03124,0.256,0.14,5460.0,0.93,0.25,61.7804,Gas giant,Gas giant
HIP 65407 c,HIP 65407,1,2,67.3,0.316,13.9,249.17872,0.51,0.12,5460.0,0.93,0.25,61.7804,Gas giant,Gas giant
HIP 65426 b,HIP 65426,1,1,,92.0,16.814,2860.47,3.31,,8840.0,1.96,,108.875,Gas giant,Gas giant
HIP 65891 b,HIP 65891,1,1,1084.5,2.81,12.8,1906.98,5.0,0.13,5000.0,2.5,0.16,150.292,Gas giant,Gas giant
HIP 67522 b,HIP 67522,1,1,6.959503,,10.07,72.4,0.39,0.059,5675.0,1.22,0.0,127.28,Gas giant,Hot Jupiter
HIP 67537 b,HIP 67537,1,1,2556.5,4.91,12.4,3527.913,10.2,0.59,4985.0,2.41,0.15,116.046,Gas giant,Gas giant
HIP 67851 b,HIP 67851,1,2,88.9,0.46,13.6,438.6054,0.958,0.05,4890.0,1.63,0.0,64.1181,Gas giant,Gas giant
HIP 67851 c,HIP 67851,1,2,2131.8,3.82,12.7,2002.2,5.37,0.17,4890.0,1.63,0.0,64.1181,Gas giant,Gas giant
HIP 70849 b,HIP 70849,2,1,17337.5,20.25,12.5,2860.0,8.05,0.715,4105.0,0.63,,24.0572,Gas giant,Gas giant
HIP 71135 b,HIP 71135,1,1,87.19,0.335,4.55,18.8,1.1,0.21,4146.0,0.66,,32.3311,Neptune-like,Neptune-like
HIP 74890 b,HIP 74890,1,1,822.3,2.1,13.3,762.792,1.78,0.07,4850.0,1.74,0.2,78.6562,Gas giant,Gas giant
HIP 75056 A b,HIP 75056 A,2,1,47000.0,30.0,22.418,7945.71018,3.88,0.5,8610.0,1.92,,125.212,Gas giant,Gas giant
HIP 75092 b,HIP 75092,1,1,926.4,2.02,13.5,568.91285,1.27,0.42,4891.0,1.28,-0.01,81.6696,Gas giant,Gas giant
HIP 78530 b,HIP 78530,1,1,,740.0,12.0,7300.0,23.2,,10500.0,2.5,-0.5,136.759,Gas giant,Gas giant
HIP 79098 AB b,HIP 79098 AB,2,1,,345.0,12.1,6515.515,20.2,,9193.75,3.75,,145.798,Gas giant,Gas giant
HIP 79431 b,HIP 79431,1,1,111.7,0.36,13.4,667.415,1.52,0.29,3191.0,0.49,0.4,14.5324,Gas giant,Gas giant
HIP 8541 b,HIP 8541,2,1,1560.2,2.8,12.8,1748.065,4.58,0.16,4670.0,1.17,-0.15,155.121,Gas giant,Gas giant
HIP 86221 b,HIP 86221,1,1,2.224,0.031,14.0,225.65817,0.452,0.086,,0.79,,29.4898,Gas giant,Hot Jupiter
HIP 90988 b,HIP 90988,1,1,453.9,1.26,13.4,622.94368,1.42,0.08,4883.0,1.3,0.17,94.0349,Gas giant,Gas giant
HIP 91258 b,HIP 91258,1,1,5.0505,0.06,13.7,346.4347,0.74,0.02,5519.0,0.97,0.23,45.8846,Gas giant,Hot Jupiter
HIP 97166 b,HIP 97166,1,2,10.28891,0.089,2.74,20.0,5.3,0.16,5198.0,0.9,0.27,65.9501,Neptune-like,Neptune-like
HIP 97166 c,HIP 97166,1,2,16.84,0.124,3.12,9.9,1.79,0.25,5198.0,0.9,0.27,65.9501,Neptune-like,Neptune-like
HIP 97233 b,HIP 97233,1,1,1058.8,2.55,12.1,6356.3,19.7,0.61,5020.0,1.93,0.29,102.275,Gas giant,Gas giant
HN Peg b,HN Peg,1,1,,773.0,11.777,6991.57,23.5,,6186.0,1.08,-0.036,18.1186,Gas giant,Gas giant
HR 2562 b,HR 2562,1,1,,20.3,12.442,9534.9,27.2,,6785.0,1.3,0.02,34.0071,Gas giant,Gas giant
HR 5183 b,HR 5183,2,1,27000.0,18.0,13.1,1026.5909,2.51,0.84,5794.0,1.07,0.1,31.4607,Gas giant,Gas giant
HR 810 b,HR 810,1,1,302.79999,0.92,13.3,721.4741,1.69,0.14,6167.0,1.34,0.16,17.3181,Gas giant,Gas giant
HR 858 b,HR 858,2,3,3.58599,0.048,2.085,5.0,3.03,0.3,6201.0,1.15,-0.14,31.964,Super-Earth,Super-Earth
HR 858 c,HR 858,2,3,5.97293,0.0674,1.939,4.42,3.33,0.19,6201.0,1.15,-0.14,31.964,Super-Earth,Super-Earth
HR 858 d,HR 858,2,3,11.23,0.1027,2.164,5.32,2.88,0.28,6201.0,1.15,-0.14,31.964,Super-Earth,Super-Earth
HR 8799 b,HR 8799,1,4,170000.0,68.0,13.0,2000.0,5.0,,7204.58,1.5,-0.47,41.2441,Gas giant,Gas giant
HR 8799 c,HR 8799,1,4,69000.0,38.0,13.0,3000.0,7.5,0.5,7204.58,1.5,-0.47,41.2441,Gas giant,Gas giant
HR 8799 d,HR 8799,1,4,37000.0,24.0,13.0,3000.0,7.5,0.6,7204.58,1.5,-0.47,41.2441,Gas giant,Gas giant
HR 8799 e,HR 8799,1,4,20815.6,16.4,13.115,3178.3,7.74,0.15,7400.0,1.51,-0.5,41.2441,Gas giant,Gas giant
HU Aqr AB b,HU Aqr,2,2,2390.0,3.6,12.8,1875.197,4.91,0.0,5952.0,0.88,,192.1980787,Gas giant,Gas giant
HU Aqr AB c,HU Aqr,2,2,4368.0,5.4,12.9,1430.235,3.66,0.51,5952.0,0.88,,192.1980787,Gas giant,Gas giant
HW Vir b,HW Vir,3,1,4640.0,4.69,12.3,4602.90201,13.6,0.4,8868.67,0.48,,171.701,Gas giant,Gas giant
IC 4651 9122 b,IC 4651 9122,1,1,734.0,2.038,12.7,2002.329,5.37,0.18,4740.1,2.1,0.12,859.324,Gas giant,Gas giant
K2-10 b,K2-10,1,1,19.3044,0.137,3.84,27.0,2.6,0.31,5620.0,0.92,-0.07,272.36,Neptune-like,Neptune-like
K2-100 b,K2-100,1,1,1.6739035,0.0301,3.88,21.8,2.04,0.0,5945.0,1.15,0.22,188.959,Neptune-like,Hot Neptune
K2-101 b,K2-101,1,1,14.6762429,0.1124,2.0,4.66,3.2,0.1,4927.0,0.82,0.07,188.33,Super-Earth,Super-Earth
K2-102 b,K2-102,1,1,9.915615,,1.3,2.24,5.6,0.1,4695.0,0.77,0.14,188.175,Super-Earth,Super-Earth
K2-104 b,K2-104,1,1,1.9741954,0.0242,1.79,3.86,3.7,0.09,3712.0,0.51,0.18,189.289,Super-Earth,Super-Earth
K2-105 b,K2-105,1,1,8.2669928,0.0833,3.59,30.0,3.56,,5636.0,1.05,0.23,197.989,Neptune-like,Neptune-like
K2-107 b,K2-107,1,1,3.313959,0.0475,15.98,266.9772,0.35,0.0,6061.0,1.3,0.14,685.2,Gas giant,Hot Jupiter
K2-108 b,K2-108,1,1,4.733999,0.0581,5.33,59.4,2.22,0.18,5599.0,1.17,0.36,477.295,Neptune-like,Neptune-like
K2-11 b,K2-11,1,1,39.93767,0.2257,7.55,44.4,0.567,,5433.0,1.35,-0.12,329.309,Neptune-like,Neptune-like
K2-110 b,K2-110,1,1,13.86387,0.1027,2.56,16.7,5.2,0.079,4950.0,0.75,-0.21,116.474,Neptune-like,Neptune-like
K2-111 b,K2-111,1,2,5.3518,0.057,1.82,5.29,4.8,0.13,5775.0,0.84,-0.46,200.394,Super-Earth,Super-Earth
K2-111 c,K2-111,1,2,15.6785,0.1166,3.37,11.3,1.62,0.07,5775.0,0.84,-0.46,200.394,Neptune-like,Neptune-like
K2-113 b,K2-113,1,1,5.817685,0.0642,12.14,410.0007,1.97,0.0,5660.0,1.04,0.27,635.722,Gas giant,Hot Jupiter
K2-114 b,K2-114,1,1,11.3909311,0.0943,10.447,638.8351,3.08,0.081,4920.0,0.86,0.41,475.758,Gas giant,Gas giant
K2-115 b,K2-115,1,1,20.272615,0.143,12.06,266.9772,0.82,0.137,5657.0,0.95,-0.1,413.591,Gas giant,Gas giant
K2-116 b,K2-116,1,1,4.655411,0.048,0.69,0.257,4.3,0.06,4348.35,0.69,0.01,49.3855,Terrestrial,Terrestrial
K2-117 b,K2-117,1,2,1.2916,0.0189,2.03,4.78,3.14,0.06,3778.0,0.54,-0.05,101.632,Super-Earth,Super-Earth
